id,mo,day,yr,time,rookery,rkname,island,sex,wgt,tagmark,tagno,sheared,tagged,handled,plen
56742,10,10,2010,,12,ZAR,1,F,9,F,P1885,,Y,Y,
56743,10,10,2010,,12,ZAR,1,F,10.2,F,P1887,,Y,Y,
56744,10,10,2010,,12,ZAR,1,F,12,F,P1889,,Y,Y,
56745,10,10,2010,,12,ZAR,1,F,11.4,F,P1891,,Y,Y,
56746,10,10,2010,,12,ZAR,1,F,9.2,F,P1893,,Y,Y,
56747,10,10,2010,,12,ZAR,1,F,12.2,F,P1895,,Y,Y,
56748,10,10,2010,,12,ZAR,1,F,13.6,F,P1897,,Y,Y,
56749,10,10,2010,,12,ZAR,1,F,13.8,F,P1899,,Y,Y,
56750,10,10,2010,,12,ZAR,1,F,9.4,F,P1901,,Y,Y,
56751,10,10,2010,,12,ZAR,1,F,12.2,F,P1903,,Y,Y,
56752,10,10,2010,,12,ZAR,1,F,12.2,F,P1905,,Y,Y,
56753,10,10,2010,,12,ZAR,1,F,10.6,F,P1907,,Y,Y,
56754,10,10,2010,,12,ZAR,1,F,11.6,F,P1909,,Y,Y,
56755,10,10,2010,,12,ZAR,1,F,10.4,F,P1911,,Y,Y,
56756,10,10,2010,,12,ZAR,1,F,12.2,F,P1913,,Y,Y,
56757,10,10,2010,,12,ZAR,1,F,13.2,F,P1915,,Y,Y,
56758,10,10,2010,,12,ZAR,1,F,12.4,F,P1917,,Y,Y,
56759,10,10,2010,,12,ZAR,1,F,7.8,F,P1919,,Y,Y,
56760,10,10,2010,,12,ZAR,1,F,9.6,F,P1921,,Y,Y,
56761,10,10,2010,,12,ZAR,1,F,10.8,F,P1923,,Y,Y,
56762,10,10,2010,,12,ZAR,1,F,12.6,F,P1925,,Y,Y,
56763,10,10,2010,,12,ZAR,1,F,11.8,F,P1927,,Y,Y,
56764,10,10,2010,,12,ZAR,1,F,12.2,F,P1929,,Y,Y,
56765,10,10,2010,,12,ZAR,1,F,10,F,P1931,,Y,Y,
56766,10,10,2010,,12,ZAR,1,F,13.6,F,P1933,,Y,Y,
56767,10,10,2010,,12,ZAR,1,F,11,F,P1935,,Y,Y,
56768,10,10,2010,,12,ZAR,1,F,9.8,F,P1937,,Y,Y,
56769,10,10,2010,,12,ZAR,1,F,10.4,F,P1939,,Y,Y,
56770,10,10,2010,,12,ZAR,1,F,12.4,F,P1941,,Y,Y,
56771,10,10,2010,,12,ZAR,1,F,11.2,F,P1943,,Y,Y,
56772,10,10,2010,,12,ZAR,1,F,9.2,F,P1945,,Y,Y,
56773,10,10,2010,,12,ZAR,1,F,12.6,F,P1947,,Y,Y,
56774,10,10,2010,,12,ZAR,1,F,9.6,F,P1949,,Y,Y,
56775,10,10,2010,,12,ZAR,1,F,11,F,P1951,,Y,Y,
56776,10,10,2010,,12,ZAR,1,F,13,F,P1953,,Y,Y,
56777,9,26,2011,,21,SOU,2,M,11.6,F,0001E,,Y,Y,
56778,9,26,2011,,21,SOU,2,F,10,F,0002E,,Y,Y,
56779,9,26,2011,,21,SOU,2,F,10.4,F,0003E,,Y,Y,
56780,9,26,2011,,21,SOU,2,F,10.8,F,0004E,,Y,Y,
56781,9,26,2011,,21,SOU,2,M,12.2,F,0005E,,Y,Y,
56782,9,26,2011,,21,SOU,2,F,12,F,0006E,,Y,Y,
56783,9,26,2011,,21,SOU,2,F,10.4,F,0007E,,Y,Y,
56784,9,26,2011,,21,SOU,2,M,11,F,0008E,,Y,Y,
56785,9,26,2011,,21,SOU,2,M,13.4,F,0009E,,Y,Y,
56786,9,26,2011,,21,SOU,2,F,12.4,F,0010E,,Y,Y,
56787,9,26,2011,,21,SOU,2,M,13.6,F,0011E,,Y,Y,
56788,9,26,2011,,21,SOU,2,F,11.2,F,0012E,,Y,Y,
56789,9,26,2011,,21,SOU,2,M,13.4,F,0013E,,Y,Y,
56790,9,26,2011,,21,SOU,2,F,9,F,0014E,,Y,Y,
56791,9,26,2011,,21,SOU,2,F,9.4,F,0015E,,Y,Y,
56792,9,26,2011,,21,SOU,2,M,12.4,F,0016E,,Y,Y,
56793,9,26,2011,,21,SOU,2,M,10,F,0017E,,Y,Y,
56794,9,26,2011,,21,SOU,2,M,12.8,F,0018E,,Y,Y,
56795,9,26,2011,,21,SOU,2,F,14.2,F,0019E,,Y,Y,
56796,9,26,2011,,21,SOU,2,M,13.8,F,0020E,,Y,Y,
56797,9,26,2011,,21,SOU,2,M,10.4,F,0021E,,Y,Y,
56798,9,26,2011,,21,SOU,2,M,7.6,F,0022E,,Y,Y,
56799,9,26,2011,,21,SOU,2,M,13.8,F,0023E,,Y,Y,
56800,9,26,2011,,21,SOU,2,M,15.2,F,0024E,,Y,Y,
56801,9,26,2011,,21,SOU,2,F,13,F,0025E,,Y,Y,
56802,9,26,2011,,21,SOU,2,M,16.2,F,0026E,,Y,Y,
56803,9,26,2011,,21,SOU,2,M,15.2,F,0027E,,Y,Y,
56804,9,26,2011,,21,SOU,2,F,10.6,F,0028E,,Y,Y,
56805,9,26,2011,,21,SOU,2,F,13.8,F,0029E,,Y,Y,
56806,9,26,2011,,21,SOU,2,M,13.6,F,0030E,,Y,Y,
56807,9,26,2011,,21,SOU,2,M,11.2,F,0031E,,Y,Y,
56808,9,26,2011,,21,SOU,2,F,12,F,0032E,,Y,Y,
56809,9,26,2011,,21,SOU,2,F,13.4,F,0033E,,Y,Y,
56810,9,26,2011,,21,SOU,2,M,15.2,F,0034E,,Y,Y,
56811,9,26,2011,,21,SOU,2,F,10,F,0035E,,Y,Y,
56812,9,26,2011,,21,SOU,2,F,8.6,F,0036E,,Y,Y,
56813,9,26,2011,,21,SOU,2,M,13.6,F,0037E,,Y,Y,
56814,9,26,2011,,21,SOU,2,F,11.4,F,0038E,,Y,Y,
56815,9,26,2011,,21,SOU,2,F,12.8,F,0039E,,Y,Y,
56816,9,26,2011,,21,SOU,2,M,14.6,F,0040E,,Y,Y,
56817,9,26,2011,,21,SOU,2,F,11,F,0041E,,Y,Y,
56818,9,26,2011,,21,SOU,2,M,16,F,0042E,,Y,Y,
56819,9,26,2011,,21,SOU,2,F,12.8,F,0043E,,Y,Y,
56820,9,26,2011,,21,SOU,2,F,11.8,F,0044E,,Y,Y,
56821,9,26,2011,,21,SOU,2,F,12.6,F,0045E,,Y,Y,
56822,9,26,2011,,21,SOU,2,M,13,F,0046E,,Y,Y,
56823,9,26,2011,,21,SOU,2,F,9.2,F,0047E,,Y,Y,
56824,9,26,2011,,21,SOU,2,M,12.4,F,0048E,,Y,Y,
56825,9,26,2011,,21,SOU,2,M,13.8,F,0049E,,Y,Y,
56826,9,26,2011,,21,SOU,2,M,13.2,F,0050E,,Y,Y,
56827,9,26,2011,,21,SOU,2,M,11.2,F,0051E,,Y,Y,
56828,9,26,2011,,21,SOU,2,M,16.2,F,0052E,,Y,Y,
56829,9,26,2011,,21,SOU,2,F,14,F,0053E,,Y,Y,
56830,9,26,2011,,21,SOU,2,F,9.4,F,0054E,,Y,Y,
56831,9,26,2011,,21,SOU,2,M,14.8,F,0055E,,Y,Y,
56832,9,26,2011,,21,SOU,2,M,13.6,F,0056E,,Y,Y,
56833,9,26,2011,,21,SOU,2,F,8.2,F,0057E,,Y,Y,
56834,9,26,2011,,21,SOU,2,M,14.8,F,0058E,,Y,Y,
56835,9,26,2011,,21,SOU,2,M,13.4,F,0059E,,Y,Y,
56836,9,26,2011,,21,SOU,2,F,9.6,F,0060E,,Y,Y,
56837,9,26,2011,,21,SOU,2,F,11,F,0061E,,Y,Y,
56838,9,26,2011,,21,SOU,2,F,14.2,F,0062E,,Y,Y,
56839,9,26,2011,,21,SOU,2,M,14.4,F,0063E,,Y,Y,
56840,9,26,2011,,21,SOU,2,F,12,F,0064E,,Y,Y,
56841,9,26,2011,,21,SOU,2,F,9.4,F,0065E,,Y,Y,
56842,9,26,2011,,21,SOU,2,M,11.6,F,0066E,,Y,Y,
56843,9,26,2011,,21,SOU,2,M,16.2,F,0067E,,Y,Y,
56844,9,26,2011,,21,SOU,2,M,14,F,0068E,,Y,Y,
56845,9,26,2011,,21,SOU,2,F,9.8,F,0069E,,Y,Y,
56846,9,26,2011,,21,SOU,2,F,14,F,0070E,,Y,Y,
56847,9,26,2011,,21,SOU,2,M,14.2,F,0071E,,Y,Y,
56848,9,26,2011,,21,SOU,2,M,15.2,F,0072E,,Y,Y,
56849,9,26,2011,,21,SOU,2,F,14.4,F,0073E,,Y,Y,
56850,9,26,2011,,21,SOU,2,M,10,F,0074E,,Y,Y,
56851,9,26,2011,,21,SOU,2,M,15.2,F,0075E,,Y,Y,
56852,9,26,2011,,21,SOU,2,M,14.4,F,0076E,,Y,Y,
56853,9,26,2011,,21,SOU,2,F,14.2,F,0077E,,Y,Y,
56854,9,26,2011,,21,SOU,2,F,15.2,F,0078E,,Y,Y,
56855,9,26,2011,,21,SOU,2,M,13.6,F,0079E,,Y,Y,
56856,9,26,2011,,21,SOU,2,F,13.2,F,0080E,,Y,Y,
56857,9,26,2011,,21,SOU,2,M,14.4,F,0081E,,Y,Y,
56858,9,26,2011,,21,SOU,2,M,10.2,F,0082E,,Y,Y,
56859,9,26,2011,,21,SOU,2,F,10.8,F,0083E,,Y,Y,
56860,9,26,2011,,21,SOU,2,F,12.2,F,0084E,,Y,Y,
56861,9,26,2011,,21,SOU,2,F,10,F,0085E,,Y,Y,
56862,9,26,2011,,21,SOU,2,M,11.2,F,0086E,,Y,Y,
56863,9,26,2011,,21,SOU,2,M,11.8,F,0087E,,Y,Y,
56864,9,26,2011,,21,SOU,2,M,12.4,F,0088E,,Y,Y,
56865,9,26,2011,,21,SOU,2,M,13.6,F,0089E,,Y,Y,
56866,9,26,2011,,21,SOU,2,F,10.2,F,0090E,,Y,Y,
56867,9,26,2011,,21,SOU,2,F,12.2,F,0091E,,Y,Y,
56868,9,26,2011,,21,SOU,2,M,8.4,F,0092E,,Y,Y,
56869,9,26,2011,,21,SOU,2,F,11.8,F,0093E,,Y,Y,
56870,9,26,2011,,21,SOU,2,F,11.4,F,0094E,,Y,Y,
56871,9,26,2011,,21,SOU,2,F,11,F,0095E,,Y,Y,
56872,9,26,2011,,21,SOU,2,M,13.8,F,0096E,,Y,Y,
56873,9,26,2011,,21,SOU,2,F,12,F,0097E,,Y,Y,
56874,9,26,2011,,21,SOU,2,F,10,F,0098E,,Y,Y,
56875,9,26,2011,,21,SOU,2,M,16.2,F,0099E,,Y,Y,
56876,9,26,2011,,21,SOU,2,M,10.4,F,0100E,,Y,Y,
56877,9,26,2011,,21,SOU,2,F,12.2,F,0101E,,Y,Y,
56878,9,26,2011,,21,SOU,2,M,11,F,0102E,,Y,Y,
56879,9,26,2011,,21,SOU,2,F,12.2,F,0103E,,Y,Y,
56880,9,26,2011,,21,SOU,2,F,11.8,F,0104E,,Y,Y,
56881,9,26,2011,,21,SOU,2,M,13.6,F,0105E,,Y,Y,
56882,9,26,2011,,21,SOU,2,M,10.8,F,0106E,,Y,Y,
56883,9,26,2011,,21,SOU,2,M,14.4,F,0107E,,Y,Y,
56884,9,26,2011,,21,SOU,2,M,12.6,F,0108E,,Y,Y,
56885,9,26,2011,,21,SOU,2,F,12.8,F,0109E,,Y,Y,
56886,9,26,2011,,21,SOU,2,F,11.4,F,0110E,,Y,Y,
56887,9,26,2011,,21,SOU,2,F,13.6,F,0111E,,Y,Y,
56888,9,26,2011,,21,SOU,2,M,16,F,0112E,,Y,Y,
56889,9,26,2011,,21,SOU,2,M,17.2,F,0113E,,Y,Y,
56890,9,26,2011,,21,SOU,2,F,11.6,F,0114E,,Y,Y,
56891,9,26,2011,,21,SOU,2,F,11,F,0115E,,Y,Y,
56892,9,26,2011,,21,SOU,2,F,7.4,F,0116E,,Y,Y,
56893,9,26,2011,,21,SOU,2,F,7.2,F,0117E,,Y,Y,
56894,9,26,2011,,21,SOU,2,F,10.4,F,0118E,,Y,Y,
56895,9,26,2011,,21,SOU,2,M,13,F,0119E,,Y,Y,
56896,9,26,2011,,21,SOU,2,M,11.2,F,0120E,,Y,Y,
56897,9,26,2011,,21,SOU,2,F,11.2,F,0121E,,Y,Y,
56898,9,26,2011,,21,SOU,2,M,13.8,F,0122E,,Y,Y,
56899,9,26,2011,,21,SOU,2,M,11.6,F,0123E,,Y,Y,
56900,9,26,2011,,21,SOU,2,M,14.2,F,0124E,,Y,Y,
56901,9,26,2011,,21,SOU,2,F,10.4,F,0125E,,Y,Y,
56902,9,26,2011,,21,SOU,2,M,13.2,F,0126E,,Y,Y,
56903,9,26,2011,,21,SOU,2,F,13.7,F,0127E,,Y,Y,
56904,9,26,2011,,21,SOU,2,F,9.8,F,0128E,,Y,Y,
56905,9,26,2011,,21,SOU,2,M,14.8,F,0129E,,Y,Y,
56906,9,26,2011,,21,SOU,2,F,10.4,F,0130E,,Y,Y,
56907,9,26,2011,,21,SOU,2,M,15.6,F,0131E,,Y,Y,
56908,9,26,2011,,21,SOU,2,M,15,F,0132E,,Y,Y,
56909,9,26,2011,,21,SOU,2,M,10.6,F,0133E,,Y,Y,
56910,9,26,2011,,21,SOU,2,M,17.6,F,0134E,,Y,Y,
56911,9,26,2011,,21,SOU,2,F,12.4,F,0135E,,Y,Y,
56912,9,26,2011,,21,SOU,2,F,11,F,0136E,,Y,Y,
56913,9,26,2011,,21,SOU,2,M,9.8,F,0137E,,Y,Y,
56914,9,26,2011,,21,SOU,2,M,16.8,F,0138E,,Y,Y,
56915,9,26,2011,,21,SOU,2,F,10.8,F,0139E,,Y,Y,
56916,9,26,2011,,21,SOU,2,F,12,F,0140E,,Y,Y,
56917,9,26,2011,,21,SOU,2,F,5.2,F,0141E,,Y,Y,
56918,9,26,2011,,21,SOU,2,F,10.2,F,0142E,,Y,Y,
56919,9,26,2011,,21,SOU,2,F,9.8,F,0143E,,Y,Y,
56920,9,26,2011,,21,SOU,2,F,8,F,0144E,,Y,Y,
56921,9,26,2011,,21,SOU,2,F,12,F,0145E,,Y,Y,
56922,9,26,2011,,21,SOU,2,F,11.8,F,0146E,,Y,Y,
56923,9,26,2011,,21,SOU,2,F,10.6,F,0147E,,Y,Y,
56924,9,26,2011,,21,SOU,2,F,9.2,F,0148E,,Y,Y,
56925,9,26,2011,,21,SOU,2,M,10.8,F,0149E,,Y,Y,
56926,9,26,2011,,21,SOU,2,F,13.2,F,0150E,,Y,Y,
56927,9,26,2011,,21,SOU,2,M,11.8,F,0151E,,Y,Y,
56928,9,26,2011,,21,SOU,2,F,7.4,F,0152E,,Y,Y,
56929,9,26,2011,,21,SOU,2,M,15.8,F,0153E,,Y,Y,
56930,9,26,2011,,21,SOU,2,F,11.8,F,0154E,,Y,Y,
56931,9,26,2011,,21,SOU,2,F,7.6,F,0155E,,Y,Y,
56932,9,26,2011,,21,SOU,2,F,9.8,F,0156E,,Y,Y,
56933,9,26,2011,,21,SOU,2,F,11.2,F,0157E,,Y,Y,
56934,9,26,2011,,21,SOU,2,F,12.4,F,0158E,,Y,Y,
56935,9,26,2011,,21,SOU,2,F,9.8,F,0159E,,Y,Y,
56936,9,26,2011,,21,SOU,2,F,9.8,F,0160E,,Y,Y,
56937,9,26,2011,,21,SOU,2,M,15.2,F,0161E,,Y,Y,
56938,9,26,2011,,21,SOU,2,M,14.8,F,0162E,,Y,Y,
56939,9,26,2011,,21,SOU,2,F,10.4,F,0163E,,Y,Y,
56940,9,26,2011,,21,SOU,2,M,14.6,F,0164E,,Y,Y,
56941,9,26,2011,,21,SOU,2,M,13,F,0165E,,Y,Y,
56942,9,26,2011,,21,SOU,2,M,13.6,F,0166E,,Y,Y,
56943,9,26,2011,,21,SOU,2,M,13.2,F,0167E,,Y,Y,
56944,9,26,2011,,21,SOU,2,F,14.6,F,0168E,,Y,Y,
56945,9,26,2011,,21,SOU,2,F,10.2,F,0169E,,Y,Y,
56946,9,26,2011,,21,SOU,2,F,10.6,F,0170E,,Y,Y,
56947,9,26,2011,,21,SOU,2,F,12,F,0171E,,Y,Y,
56948,9,26,2011,,21,SOU,2,M,16,F,0172E,,Y,Y,
56949,9,26,2011,,21,SOU,2,M,12.2,F,0173E,,Y,Y,
56950,9,26,2011,,21,SOU,2,F,11.4,F,0174E,,Y,Y,
56951,9,26,2011,,21,SOU,2,F,12.8,F,0175E,,Y,Y,
56952,9,26,2011,,21,SOU,2,M,13.2,F,0176E,,Y,Y,
56953,9,26,2011,,21,SOU,2,F,10.2,F,0177E,,Y,Y,
56954,9,26,2011,,21,SOU,2,F,10.8,F,0178E,,Y,Y,
56955,9,26,2011,,21,SOU,2,F,11.8,F,0179E,,Y,Y,
56956,9,26,2011,,21,SOU,2,M,10.7,F,0180E,,Y,Y,
56957,9,26,2011,,21,SOU,2,F,10.4,F,0181E,,Y,Y,
56958,9,26,2011,,21,SOU,2,F,9.8,F,0182E,,Y,Y,
56959,9,26,2011,,21,SOU,2,M,16,F,0183E,,Y,Y,
56960,9,26,2011,,21,SOU,2,F,11.4,F,0184E,,Y,Y,
56961,9,26,2011,,21,SOU,2,M,14.6,F,0185E,,Y,Y,
56962,9,26,2011,,21,SOU,2,M,12.2,F,0186E,,Y,Y,
56963,9,26,2011,,21,SOU,2,M,16,F,0187E,,Y,Y,
56964,9,26,2011,,21,SOU,2,F,11.8,F,0188E,,Y,Y,
56965,9,26,2011,,21,SOU,2,M,14.4,F,0189E,,Y,Y,
56966,9,26,2011,,21,SOU,2,F,12.8,F,0190E,,Y,Y,
56967,9,26,2011,,21,SOU,2,F,15,F,0191E,,Y,Y,
56968,9,26,2011,,21,SOU,2,F,10,F,0192E,,Y,Y,
56969,9,26,2011,,21,SOU,2,F,10,F,0193E,,Y,Y,
56970,9,26,2011,,21,SOU,2,F,11.6,F,0194E,,Y,Y,
56971,9,26,2011,,21,SOU,2,M,13.2,F,0195E,,Y,Y,
56972,9,26,2011,,21,SOU,2,F,12,F,0196E,,Y,Y,
56973,9,26,2011,,21,SOU,2,F,12.4,F,0197E,,Y,Y,
56974,9,26,2011,,21,SOU,2,F,11.4,F,0198E,,Y,Y,
56975,9,26,2011,,21,SOU,2,F,14.2,F,0199E,,Y,Y,
56976,9,26,2011,,21,SOU,2,F,12.2,F,0200E,,Y,Y,
56977,9,26,2011,,21,SOU,2,F,7.8,F,0201E,,Y,Y,
56978,9,26,2011,,21,SOU,2,M,13,F,0202E,,Y,Y,
56979,9,26,2011,,21,SOU,2,M,11.8,F,0203E,,Y,Y,
56980,9,26,2011,,21,SOU,2,M,10.6,F,0204E,,Y,Y,
56981,9,26,2011,,21,SOU,2,M,12.4,F,0205E,,Y,Y,
56982,9,26,2011,,21,SOU,2,F,11.2,F,0206E,,Y,Y,
56983,9,26,2011,,21,SOU,2,F,9.6,F,0207E,,Y,Y,
56984,9,26,2011,,21,SOU,2,F,10.4,F,0208E,,Y,Y,
56985,9,26,2011,,21,SOU,2,F,8.6,F,0209E,,Y,Y,
56986,9,26,2011,,21,SOU,2,M,11,F,0210E,,Y,Y,
56987,9,26,2011,,21,SOU,2,F,12,F,0211E,,Y,Y,
56988,9,26,2011,,21,SOU,2,F,12.4,F,0212E,,Y,Y,
56989,9,26,2011,,21,SOU,2,M,14.6,F,0213E,,Y,Y,
56990,9,26,2011,,21,SOU,2,F,10.6,F,0214E,,Y,Y,
56991,9,26,2011,,21,SOU,2,F,13.4,F,0215E,,Y,Y,
56992,9,26,2011,,21,SOU,2,F,13,F,0216E,,Y,Y,
56993,9,26,2011,,21,SOU,2,M,9.8,F,0217E,,Y,Y,
56994,9,26,2011,,21,SOU,2,M,15.4,F,0218E,,Y,Y,
56995,9,26,2011,,21,SOU,2,M,14.6,F,0219E,,Y,Y,
56996,9,26,2011,,21,SOU,2,F,12,F,0220E,,Y,Y,
56997,9,26,2011,,21,SOU,2,M,16.6,F,0221E,,Y,Y,
56998,9,26,2011,,21,SOU,2,M,14.2,F,0222E,,Y,Y,
56999,9,26,2011,,21,SOU,2,M,13.6,F,0223E,,Y,Y,
57000,9,26,2011,,21,SOU,2,F,12.2,F,0224E,,Y,Y,
57001,9,26,2011,,21,SOU,2,F,9.4,F,0225E,,Y,Y,
57002,9,26,2011,,21,SOU,2,M,12.8,F,0226E,,Y,Y,
57003,9,26,2011,,21,SOU,2,F,11.2,F,0227E,,Y,Y,
57004,9,26,2011,,21,SOU,2,M,14,F,0228E,,Y,Y,
57005,9,26,2011,,21,SOU,2,F,11.8,F,0229E,,Y,Y,
57006,9,26,2011,,21,SOU,2,F,12,F,0230E,,Y,Y,
57007,9,26,2011,,21,SOU,2,F,13.8,F,0231E,,Y,Y,
57008,9,26,2011,,21,SOU,2,F,11.8,F,0232E,,Y,Y,
57009,9,26,2011,,21,SOU,2,F,12,F,0233E,,Y,Y,
57010,9,26,2011,,21,SOU,2,F,9.2,F,0234E,,Y,Y,
57011,9,26,2011,,21,SOU,2,F,12.4,F,0235E,,Y,Y,
57012,9,26,2011,,21,SOU,2,M,11.4,F,0236E,,Y,Y,
57013,9,26,2011,,21,SOU,2,M,11.2,F,0237E,,Y,Y,
57014,9,26,2011,,21,SOU,2,M,13.2,F,0238E,,Y,Y,
57015,9,26,2011,,21,SOU,2,M,13.2,F,0239E,,Y,Y,
57016,9,26,2011,,21,SOU,2,F,10.6,F,0240E,,Y,Y,
57017,9,26,2011,,21,SOU,2,M,13.4,F,0241E,,Y,Y,
57018,9,26,2011,,21,SOU,2,F,11.2,F,0242E,,Y,Y,
57019,9,26,2011,,21,SOU,2,F,13.6,F,0243E,,Y,Y,
57020,9,26,2011,,21,SOU,2,F,10,F,0244E,,Y,Y,
57021,9,26,2011,,21,SOU,2,M,12,F,0245E,,Y,Y,
57022,9,26,2011,,21,SOU,2,M,10,F,0246E,,Y,Y,
57023,9,26,2011,,21,SOU,2,F,12.6,F,0247E,,Y,Y,
57024,9,26,2011,,21,SOU,2,M,16,F,0248E,,Y,Y,
57025,9,26,2011,,21,SOU,2,M,12,F,0249E,,Y,Y,
57026,9,26,2011,,21,SOU,2,M,11.8,F,0250E,,Y,Y,
57027,9,26,2011,,21,SOU,2,F,11.8,F,0251E,,Y,Y,
57028,9,26,2011,,21,SOU,2,M,12.2,F,0252E,,Y,Y,
57029,9,26,2011,,21,SOU,2,M,12.4,F,0253E,,Y,Y,
57030,9,26,2011,,21,SOU,2,F,10.6,F,0254E,,Y,Y,
57031,9,26,2011,,21,SOU,2,M,11.8,F,0255E,,Y,Y,
57032,9,26,2011,,21,SOU,2,F,9.8,F,0256E,,Y,Y,
57033,9,26,2011,,21,SOU,2,M,9.6,F,0257E,,Y,Y,
57034,9,26,2011,,21,SOU,2,M,13.6,F,0258E,,Y,Y,
57035,9,26,2011,,21,SOU,2,F,12.8,F,0259E,,Y,Y,
57036,9,26,2011,,21,SOU,2,F,12.6,F,0260E,,Y,Y,
57037,9,26,2011,,21,SOU,2,F,11.2,F,0261E,,Y,Y,
57038,9,26,2011,,21,SOU,2,M,10,F,0262E,,Y,Y,
57039,9,26,2011,,21,SOU,2,F,12.4,F,0263E,,Y,Y,
57040,9,26,2011,,21,SOU,2,M,10.8,F,0264E,,Y,Y,
57041,9,26,2011,,21,SOU,2,M,12.4,F,0265E,,Y,Y,
57042,9,26,2011,,21,SOU,2,F,12.2,F,0266E,,Y,Y,
57043,9,26,2011,,21,SOU,2,M,13.2,F,0267E,,Y,Y,
57044,9,26,2011,,21,SOU,2,M,11.2,F,0268E,,Y,Y,
57045,9,26,2011,,21,SOU,2,M,12.6,F,0269E,,Y,Y,
57046,9,26,2011,,21,SOU,2,F,12.6,F,0270E,,Y,Y,
57047,9,26,2011,,21,SOU,2,F,10.4,F,0271E,,Y,Y,
57048,9,26,2011,,21,SOU,2,M,13.6,F,0272E,,Y,Y,
57049,9,26,2011,,21,SOU,2,M,13.2,F,0273E,,Y,Y,
57050,9,26,2011,,21,SOU,2,M,15.2,F,0274E,,Y,Y,
57051,9,26,2011,,21,SOU,2,F,11.6,F,0275E,,Y,Y,
57052,9,26,2011,,21,SOU,2,F,10.6,F,0276E,,Y,Y,
57053,9,26,2011,,21,SOU,2,M,16.4,F,0277E,,Y,Y,
57054,9,26,2011,,21,SOU,2,M,12.2,F,0278E,,Y,Y,
57055,9,26,2011,,21,SOU,2,F,10.6,F,0279E,,Y,Y,
57056,9,26,2011,,21,SOU,2,M,13.4,F,0280E,,Y,Y,
57057,9,26,2011,,21,SOU,2,F,10,F,0281E,,Y,Y,
57058,9,26,2011,,21,SOU,2,M,13,F,0282E,,Y,Y,
57059,9,26,2011,,21,SOU,2,M,12.8,F,0283E,,Y,Y,
57060,9,26,2011,,21,SOU,2,F,14.2,F,0284E,,Y,Y,
57061,9,26,2011,,21,SOU,2,F,11.6,F,0285E,,Y,Y,
57062,9,26,2011,,21,SOU,2,F,10,F,0286E,,Y,Y,
57063,9,26,2011,,21,SOU,2,M,12.2,F,0287E,,Y,Y,
57064,9,26,2011,,21,SOU,2,M,13.8,F,0288E,,Y,Y,
57065,9,26,2011,,21,SOU,2,F,11.4,F,0289E,,Y,Y,
57066,9,26,2011,,21,SOU,2,M,12.2,F,0290E,,Y,Y,
57067,9,26,2011,,21,SOU,2,M,10.4,F,0291E,,Y,Y,
57068,9,26,2011,,21,SOU,2,F,11.2,F,0292E,,Y,Y,
57069,9,26,2011,,21,SOU,2,F,10.4,F,0293E,,Y,Y,
57070,9,26,2011,,21,SOU,2,M,11,F,0294E,,Y,Y,
57071,9,26,2011,,21,SOU,2,F,11.6,F,0295E,,Y,Y,
57072,9,26,2011,,21,SOU,2,M,12.6,F,0296E,,Y,Y,
57073,9,26,2011,,21,SOU,2,M,12,F,0297E,,Y,Y,
57074,9,26,2011,,21,SOU,2,M,14.4,F,0298E,,Y,Y,
57075,9,26,2011,,21,SOU,2,M,11.6,F,0299E,,Y,Y,
57076,9,26,2011,,21,SOU,2,F,14,F,0300E,,Y,Y,
57077,9,26,2011,,21,SOU,2,M,17.4,F,0301E,,Y,Y,
57078,9,26,2011,,21,SOU,2,F,8.8,F,0302E,,Y,Y,
57079,9,26,2011,,21,SOU,2,M,13.8,F,0303E,,Y,Y,
57080,9,26,2011,,21,SOU,2,M,11.6,F,0304E,,Y,Y,
57081,9,26,2011,,21,SOU,2,M,11,F,0305E,,Y,Y,
57082,9,26,2011,,21,SOU,2,F,10.8,F,0306E,,Y,Y,
57083,9,26,2011,,21,SOU,2,F,10.4,F,0307E,,Y,Y,
57084,9,26,2011,,21,SOU,2,M,10.6,F,0308E,,Y,Y,
57085,9,26,2011,,21,SOU,2,F,16.2,F,0309E,,Y,Y,
57086,9,26,2011,,21,SOU,2,M,10.8,F,0310E,,Y,Y,
57087,9,26,2011,,21,SOU,2,M,13.4,F,0311E,,Y,Y,
57088,9,26,2011,,21,SOU,2,M,15.2,F,0312E,,Y,Y,
57089,9,26,2011,,21,SOU,2,F,9.2,F,0313E,,Y,Y,
57090,9,26,2011,,21,SOU,2,F,14.2,F,0314E,,Y,Y,
57091,9,26,2011,,21,SOU,2,F,12.2,F,0315E,,Y,Y,
57092,9,26,2011,,21,SOU,2,F,12,F,0316E,,Y,Y,
57093,9,26,2011,,21,SOU,2,M,11.2,F,0317E,,Y,Y,
57094,9,26,2011,,21,SOU,2,M,11.6,F,0318E,,Y,Y,
57095,9,26,2011,,21,SOU,2,F,10,F,0319E,,Y,Y,
57096,9,26,2011,,21,SOU,2,M,14,F,0320E,,Y,Y,
57097,9,26,2011,,21,SOU,2,F,11,F,0321E,,Y,Y,
57098,9,26,2011,,21,SOU,2,F,9.4,F,0322E,,Y,Y,
57099,9,26,2011,,21,SOU,2,F,12,F,0323E,,Y,Y,
57100,9,26,2011,,21,SOU,2,F,10.8,F,0324E,,Y,Y,
57101,9,26,2011,,21,SOU,2,M,14.8,F,0325E,,Y,Y,
